studentnummer;persoonsgebonden_nummer;selectiejaar;opleiding;instellingscode;geslacht;leeftijd;herkomst;hoogste_vooropleiding;gem_eindcijfer_vo;motivatiescore;cv_score;interview_score;totaalscore;rangorde;selectie_uitkomst
10656;10656.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;westerse achtergrond;vwo profiel natuur & gezondheid;6.9;7.35;7.5;7.33;7.37;11;geselecteerd
10657;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.5;4.0;3.7;3.75;3.82;341;niet geselecteerd
10658;10658.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Turkije;vwo profiel natuur & techniek;7.7;6.25;5.6;6.27;6.13;91;geselecteerd
10659;;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;6.5;4.0;3.9;4.18;4.07;322;niet geselecteerd
10660;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;8.2;3.75;1.8;2.87;2.92;400;niet geselecteerd
10661;;2022;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel cultuur & maatschappij;6.4;3.4;2.7;3.1;3.11;392;niet geselecteerd
10662;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;hbo-propedeuse;6.6;5.35;6.05;5.77;5.7;136;niet geselecteerd
10663;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.2;3.85;5.1;4.77;4.56;282;niet geselecteerd
10664;10664.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Suriname/Antillen;vwo profiel natuur & gezondheid;7.9;6.4;6.2;6.1;6.21;80;geselecteerd
10665;10665.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel economie & maatschappij;6.8;7.85;7.25;7.65;7.63;5;geselecteerd
10666;;2022;B Gezondheidswetenschappen;DEMO;man;24;Nederland;vwo profiel natuur & gezondheid;7.6;4.9;4.95;4.32;4.62;274;niet geselecteerd
10667;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Suriname/Antillen;vwo profiel natuur & gezondheid;8.5;3.8;5.15;4.22;4.28;302;niet geselecteerd
10668;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;westerse achtergrond;vwo profiel natuur & gezondheid;7.8;3.7;3.75;3.37;3.54;366;niet geselecteerd
10669;10669.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;hbo-propedeuse;7.0;5.85;6.5;6.28;6.19;84;geselecteerd
10670;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel economie & maatschappij;7.0;5.05;5.3;5.82;5.48;160;niet geselecteerd
10671;;2022;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel economie & maatschappij;7.6;1.3;1.2;1.03;1.14;418;niet geselecteerd
10672;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Turkije;vwo profiel natuur & techniek;7.2;5.4;5.45;4.57;5.0;218;niet geselecteerd
10673;10673.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.5;5.45;7.3;6.12;6.16;87;geselecteerd
10674;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;7.0;5.1;4.6;4.57;4.73;252;niet geselecteerd
10675;10675.0;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & techniek;6.2;6.4;6.8;7.35;6.96;23;geselecteerd
10676;;2022;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & gezondheid;6.1;5.2;3.75;4.6;4.61;278;niet geselecteerd
10677;;2022;B Gezondheidswetenschappen;DEMO;man;18;overig niet-westers;vwo profiel natuur & gezondheid;6.9;4.55;4.05;4.45;4.4;292;niet geselecteerd
10678;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel cultuur & maatschappij;6.9;2.55;2.45;1.98;2.24;417;niet geselecteerd
10679;;2022;B Gezondheidswetenschappen;DEMO;man;20;westerse achtergrond;vwo profiel natuur & gezondheid;6.7;2.85;4.25;3.65;3.53;367;niet geselecteerd
10680;10680.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;6.4;6.75;5.75;5.62;5.98;105;geselecteerd
10681;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;6.3;4.25;4.25;4.42;4.34;298;niet geselecteerd
10682;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;westerse achtergrond;vwo profiel natuur & gezondheid;7.9;3.7;3.1;4.47;3.96;331;niet geselecteerd
10683;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.1;3.85;3.25;3.92;3.76;349;niet geselecteerd
10684;10684.0;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;6.2;7.25;6.65;6.88;6.94;25;geselecteerd
10685;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;6.1;4.75;5.0;4.05;4.45;284;niet geselecteerd
10686;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;6.9;5.25;5.35;5.35;5.32;179;niet geselecteerd
10687;10687.0;2022;B Gezondheidswetenschappen;DEMO;man;20;Marokko;vwo profiel natuur & gezondheid;6.8;5.5;5.95;7.07;6.38;66;geselecteerd
10688;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.7;4.55;4.85;4.7;4.68;263;niet geselecteerd
10689;10689.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;hbo-propedeuse;5.5;6.7;7.05;6.38;6.61;43;geselecteerd
10690;;2022;B Gezondheidswetenschappen;DEMO;man;19;Suriname/Antillen;vwo profiel natuur & gezondheid;7.1;5.0;4.6;3.85;4.34;299;niet geselecteerd
10691;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;5.9;4.75;5.2;4.48;4.7;261;niet geselecteerd
10692;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.9;4.8;4.55;4.95;4.82;243;niet geselecteerd
10693;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;6.7;5.65;5.35;5.75;5.64;141;niet geselecteerd
10694;10694.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;6.8;7.3;6.3;6.88;6.89;28;geselecteerd
10695;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel cultuur & maatschappij;7.3;3.75;3.7;3.2;3.47;373;niet geselecteerd
10696;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.1;4.1;4.35;4.52;4.36;294;niet geselecteerd
10697;10697.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Suriname/Antillen;vwo profiel natuur & techniek;6.3;6.1;6.05;6.82;6.45;59;geselecteerd
10698;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;anders;6.5;5.8;5.25;4.87;5.22;191;niet geselecteerd
10699;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;6.9;3.45;5.1;4.33;4.22;310;niet geselecteerd
10700;10700.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.2;5.15;6.95;6.65;6.26;76;geselecteerd
10701;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.5;5.0;6.0;4.35;4.88;231;niet geselecteerd
10702;10702.0;2022;B Gezondheidswetenschappen;DEMO;anders;21;Nederland;vwo profiel economie & maatschappij;6.9;5.4;5.9;5.97;5.78;128;reserve
10703;;2022;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel natuur & gezondheid;7.2;6.05;6.55;5.15;5.7;137;niet geselecteerd
10704;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;westerse achtergrond;vwo profiel economie & maatschappij;6.8;3.45;2.65;3.32;3.22;387;niet geselecteerd
10705;;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & techniek;7.0;3.8;4.75;4.17;4.18;312;niet geselecteerd
10706;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;vwo profiel natuur & gezondheid;7.2;3.9;2.95;3.73;3.62;359;niet geselecteerd
10707;;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.6;4.9;5.45;6.05;5.58;146;niet geselecteerd
10708;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Turkije;vwo profiel natuur & techniek;7.2;5.5;6.35;4.97;5.4;167;niet geselecteerd
10709;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Turkije;vwo profiel natuur & techniek;7.7;4.15;4.8;4.2;4.3;301;niet geselecteerd
10710;;2022;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel natuur & techniek;6.0;3.35;4.4;3.57;3.67;352;niet geselecteerd
10711;;2022;B Gezondheidswetenschappen;DEMO;man;20;Marokko;vwo profiel natuur & gezondheid;7.5;4.55;4.6;4.72;4.64;270;niet geselecteerd
10712;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.4;4.4;5.8;5.73;5.35;174;niet geselecteerd
10713;10713.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel economie & maatschappij;7.2;7.55;6.1;6.63;6.8;31;geselecteerd
10714;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;6.2;2.65;2.75;3.38;3.04;393;niet geselecteerd
10715;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;6.5;5.4;5.45;4.3;4.86;236;niet geselecteerd
10716;;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;hbo-propedeuse;6.0;6.25;5.55;5.1;5.54;150;niet geselecteerd
10717;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;6.1;5.85;4.55;5.32;5.32;180;niet geselecteerd
10718;;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel economie & maatschappij;6.5;2.8;3.45;3.7;3.38;378;niet geselecteerd
10719;10719.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;overig niet-westers;vwo profiel natuur & gezondheid;8.2;6.4;5.1;7.13;6.5;54;geselecteerd
10720;10720.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;6.4;6.45;5.35;6.87;6.44;61;geselecteerd
10721;;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.5;4.15;4.6;4.15;4.24;307;niet geselecteerd
10722;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;anders;6.7;5.4;5.05;6.22;5.74;131;niet geselecteerd
10723;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;hbo-propedeuse;6.2;5.0;4.8;5.67;5.3;183;niet geselecteerd
10724;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel cultuur & maatschappij;6.8;5.35;5.35;4.87;5.11;204;niet geselecteerd
10725;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.7;5.25;5.65;5.33;5.37;171;niet geselecteerd
10726;10726.0;2022;B Gezondheidswetenschappen;DEMO;man;22;Nederland;vwo profiel natuur & gezondheid;7.0;6.4;6.95;7.62;7.12;17;geselecteerd
10727;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;8.8;5.6;4.95;5.22;5.28;187;niet geselecteerd
10728;10728.0;2022;B Gezondheidswetenschappen;DEMO;anders;18;Nederland;vwo profiel natuur & techniek;8.1;6.85;5.85;6.65;6.55;50;geselecteerd
10729;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;westerse achtergrond;vwo profiel natuur & gezondheid;6.3;5.05;5.75;6.15;5.74;132;niet geselecteerd
10730;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & techniek;7.1;3.55;4.35;3.85;3.86;337;niet geselecteerd
10731;10731.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Suriname/Antillen;vwo profiel natuur & gezondheid;5.8;7.95;6.65;6.42;6.92;26;geselecteerd
10732;10732.0;2022;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & techniek;7.2;6.75;7.1;7.25;7.07;18;geselecteerd
10733;10733.0;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;6.6;7.15;4.8;5.42;5.82;124;reserve
10734;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.5;4.4;5.35;5.22;5.0;219;niet geselecteerd
10735;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;westerse achtergrond;vwo profiel cultuur & maatschappij;6.8;3.35;3.2;3.88;3.58;364;niet geselecteerd
10736;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel economie & maatschappij;7.5;6.25;5.25;4.85;5.35;175;niet geselecteerd
10737;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.7;5.15;4.25;5.22;5.01;215;niet geselecteerd
10738;10738.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & techniek;6.7;6.6;5.45;6.52;6.33;69;geselecteerd
10739;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.9;4.0;5.15;3.8;4.13;316;niet geselecteerd
10740;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel natuur & techniek;8.0;6.4;4.6;5.67;5.68;139;niet geselecteerd
10741;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.2;4.35;3.3;3.82;3.88;335;niet geselecteerd
10742;;2022;B Gezondheidswetenschappen;DEMO;man;18;westerse achtergrond;vwo profiel cultuur & maatschappij;7.3;4.4;4.3;4.15;4.26;305;niet geselecteerd
10743;;2022;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel economie & maatschappij;6.4;4.8;5.4;4.22;4.63;272;niet geselecteerd
10744;10744.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.8;6.2;4.7;6.13;5.86;120;reserve
10745;10745.0;2022;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel cultuur & maatschappij;6.5;5.4;6.1;5.97;5.82;125;reserve
10746;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;8.7;5.35;4.85;4.28;4.72;257;niet geselecteerd
10747;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Suriname/Antillen;vwo profiel economie & maatschappij;6.8;5.25;6.35;5.32;5.51;155;niet geselecteerd
10748;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.9;5.05;4.6;4.03;4.45;285;niet geselecteerd
10749;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;anders;5.3;4.4;3.95;3.9;4.06;323;niet geselecteerd
10750;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;8.4;5.15;5.3;5.4;5.3;184;niet geselecteerd
10751;;2022;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel cultuur & maatschappij;7.1;4.6;5.4;4.37;4.64;271;niet geselecteerd
10752;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel economie & maatschappij;7.2;5.25;4.45;3.4;4.16;314;niet geselecteerd
10753;10753.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel cultuur & maatschappij;5.9;6.95;6.5;6.18;6.48;56;geselecteerd
10754;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & techniek;7.7;5.6;5.05;4.97;5.18;197;niet geselecteerd
10755;;2022;B Gezondheidswetenschappen;DEMO;man;19;Marokko;vwo profiel cultuur & maatschappij;6.8;4.4;4.65;4.7;4.6;279;niet geselecteerd
10756;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel cultuur & maatschappij;6.5;4.95;3.95;4.92;4.74;251;niet geselecteerd
10757;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.6;4.25;4.4;4.57;4.44;287;niet geselecteerd
10758;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & techniek;8.0;4.0;4.5;5.03;4.62;275;niet geselecteerd
10759;10759.0;2022;B Gezondheidswetenschappen;DEMO;man;18;Nederland;anders;6.8;7.3;7.0;7.72;7.45;8;geselecteerd
10760;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.1;5.35;5.35;5.63;5.49;157;niet geselecteerd
10761;;2023;B Gezondheidswetenschappen;DEMO;man;22;Nederland;vwo profiel natuur & gezondheid;8.1;5.65;5.3;5.4;5.46;141;niet geselecteerd
10762;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel economie & maatschappij;7.0;5.75;4.95;5.15;5.29;163;niet geselecteerd
10763;10763.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & techniek;7.5;5.5;5.15;5.98;5.67;120;reserve
10764;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;westerse achtergrond;vwo profiel natuur & gezondheid;7.1;4.3;4.25;3.83;4.06;306;niet geselecteerd
10765;;2023;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel cultuur & maatschappij;7.2;4.9;3.95;3.85;4.19;292;niet geselecteerd
10766;;2023;B Gezondheidswetenschappen;DEMO;vrouw;23;Nederland;vwo profiel natuur & techniek;6.6;5.65;4.75;5.43;5.36;156;niet geselecteerd
10767;;2023;B Gezondheidswetenschappen;DEMO;man;19;Marokko;vwo profiel natuur & gezondheid;6.8;5.45;5.65;4.78;5.16;177;niet geselecteerd
10768;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;7.8;2.6;3.65;2.73;2.88;377;niet geselecteerd
10769;10769.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Suriname/Antillen;vwo profiel natuur & gezondheid;6.6;6.0;5.4;6.6;6.18;63;geselecteerd
10770;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Turkije;vwo profiel natuur & techniek;6.1;4.2;3.65;4.05;4.02;307;niet geselecteerd
10771;;2023;B Gezondheidswetenschappen;DEMO;man;22;Nederland;vwo profiel cultuur & maatschappij;6.7;2.85;3.95;3.02;3.16;366;niet geselecteerd
10772;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel economie & maatschappij;6.7;5.3;5.1;3.95;4.58;259;niet geselecteerd
10773;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.9;5.35;3.45;5.47;5.03;194;niet geselecteerd
10774;;2023;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel natuur & gezondheid;7.0;4.6;5.05;4.95;4.86;221;niet geselecteerd
10775;10775.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel natuur & gezondheid;7.3;6.0;6.15;6.5;6.28;58;geselecteerd
10776;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & techniek;6.6;4.9;3.8;4.28;4.37;282;niet geselecteerd
10777;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;westerse achtergrond;vwo profiel natuur & gezondheid;6.5;3.9;6.0;4.55;4.64;254;niet geselecteerd
10778;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Suriname/Antillen;vwo profiel natuur & gezondheid;7.0;4.65;6.05;4.85;5.03;195;niet geselecteerd
10779;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.1;4.4;4.65;3.73;4.12;298;niet geselecteerd
10780;;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel natuur & gezondheid;7.0;5.1;4.7;4.15;4.54;265;niet geselecteerd
10781;10781.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Suriname/Antillen;vwo profiel cultuur & maatschappij;6.7;7.55;6.15;7.28;7.14;19;geselecteerd
10782;10782.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel economie & maatschappij;7.0;6.7;7.7;6.53;6.82;27;geselecteerd
10783;;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel cultuur & maatschappij;7.0;5.1;5.15;6.07;5.6;127;niet geselecteerd
10784;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.7;5.6;5.1;5.53;5.46;142;niet geselecteerd
10785;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;vwo profiel natuur & gezondheid;7.1;3.0;4.1;4.7;4.07;305;niet geselecteerd
10786;10786.0;2023;B Gezondheidswetenschappen;DEMO;man;19;overig niet-westers;vwo profiel economie & maatschappij;7.2;6.15;5.75;5.42;5.7;114;reserve
10787;10787.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;anders;6.4;5.25;7.2;7.2;6.62;34;geselecteerd
10788;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;vwo profiel natuur & techniek;7.3;5.6;5.5;5.48;5.52;133;niet geselecteerd
10789;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;6.0;5.75;6.4;5.22;5.62;123;niet geselecteerd
10790;10790.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;7.4;6.8;6.65;6.62;6.68;32;geselecteerd
10791;;2023;B Gezondheidswetenschappen;DEMO;man;19;Suriname/Antillen;vwo profiel natuur & gezondheid;7.3;5.25;4.45;4.2;4.56;262;niet geselecteerd
10792;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;hbo-propedeuse;6.8;5.25;6.2;5.52;5.58;128;niet geselecteerd
10793;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;hbo-propedeuse;5.8;5.0;4.45;5.33;5.06;190;niet geselecteerd
10794;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.0;3.8;5.7;4.85;4.7;244;niet geselecteerd
10795;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;anders;5.5;2.8;3.65;2.8;2.97;372;niet geselecteerd
10796;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;8.1;1.5;1.8;1.3;1.46;390;niet geselecteerd
10797;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.3;4.0;3.45;3.25;3.52;344;niet geselecteerd
10798;10798.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;hbo-propedeuse;6.1;5.1;5.2;6.3;5.72;112;reserve
10799;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.8;2.05;2.7;2.18;2.24;384;niet geselecteerd
10800;10800.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Suriname/Antillen;hbo-propedeuse;6.1;6.1;7.05;6.12;6.3;56;geselecteerd
10801;10801.0;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel natuur & gezondheid;7.3;5.65;5.85;6.62;6.18;64;geselecteerd
10802;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;6.9;3.0;3.25;4.47;3.78;326;niet geselecteerd
10803;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;6.8;4.35;4.9;5.03;4.8;230;niet geselecteerd
10804;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Turkije;vwo profiel cultuur & maatschappij;7.0;3.65;4.0;3.03;3.41;353;niet geselecteerd
10805;10805.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & gezondheid;6.9;5.85;6.0;5.83;5.87;92;geselecteerd
10806;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;6.0;4.75;5.85;4.5;4.84;227;niet geselecteerd
10807;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;overig niet-westers;anders;7.4;3.9;4.2;3.57;3.8;324;niet geselecteerd
10808;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.0;4.3;3.45;2.88;3.42;352;niet geselecteerd
10809;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;westerse achtergrond;vwo profiel natuur & gezondheid;7.6;5.25;5.4;5.82;5.56;130;niet geselecteerd
10810;;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel cultuur & maatschappij;7.3;3.55;4.55;3.78;3.86;318;niet geselecteerd
10811;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;6.6;4.15;3.75;3.7;3.84;319;niet geselecteerd
10812;10812.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Marokko;vwo profiel natuur & techniek;7.6;8.3;7.05;7.75;7.78;4;geselecteerd
10813;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;hbo-propedeuse;5.6;4.9;5.35;5.18;5.13;183;niet geselecteerd
10814;10814.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.6;7.55;6.9;7.72;7.5;9;geselecteerd
10815;;2023;B Gezondheidswetenschappen;DEMO;man;20;Turkije;vwo profiel natuur & gezondheid;7.1;4.4;6.75;5.1;5.22;169;niet geselecteerd
10816;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.0;4.75;4.65;4.58;4.64;255;niet geselecteerd
10817;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;7.5;4.0;3.4;4.57;4.16;293;niet geselecteerd
10818;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.1;5.7;4.4;5.58;5.38;153;niet geselecteerd
10819;10819.0;2023;B Gezondheidswetenschappen;DEMO;man;18;overig niet-westers;vwo profiel natuur & techniek;8.9;5.95;4.95;6.6;6.08;72;geselecteerd
10820;10820.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel cultuur & maatschappij;6.3;6.05;6.3;6.22;6.18;65;geselecteerd
